video_filename,url,title,length_seconds,publish_date,description,keywords,date,date_src,transcription_filename
video_1.mp4,https://www.youtube.com/watch?v=xpwUcmZ3fW0,Rize Valiliği Önünde Toplu Açılış Töreninde Konuşma Yaptı - 11.10.2014,2240,2014-11-05,"Rize Valiliği önünde toplu açılış törenine katılarak halka hitaben bir konuşma yapan Cumhurbaşkanı Erdoğan, Türkiye’nin hiçbir terör örgütüne desteği olmadığı halde, algı operasyonlarıyla teröre destek veren ülke gibi gösterildiğini ifade ederek, “77 milyon biriz, beraberiz, kardeşiz, hep birlikte Türkiye'yiz. Bayrağımız bir, bu bayrağımıza uzanan eller kırılır. Kimse bu vatanın üzerinde operasyon düşünmesin” dedi.",['T.C Cumhurbaşkanlığı'],11.10.2014,title,
video_2.mp4,https://www.youtube.com/watch?v=XTL0MiDixYA,Rize Valiliği Önünde Toplu Açılış Törenine Katıldı - 11.10.2014,67,2014-11-05,"Konuşmaların ardından kurdele kesilerek, toplu açılış gerçekleştirildi.",['T.C Cumhurbaşkanlığı'],11.10.2014,title,
video_3.mp4,https://www.youtube.com/watch?v=gPAgfh-3p8g,Gaziantep'te İslahiye Çadırkent Konaklama Tesislerini Ziyaret | 07.10.2014,106,2014-12-01,"Cumhurbaşkanı Recep Tayyip Erdoğan, eşi Emine Erdoğan ile birlikte 7 Ekim 2014 tarihinde Gaziantep'te İslahiye Çadırkent Konaklama Tesisleri ile Valilik ve Belediye’yi ziyaret ederek, çeşitli inceleme ve temaslarda bulundu.","['Cumhurbaşkanı Recep Tayyip Erdoğan', 'Emine Erdoğan', 'Gaziantep', 'İslahiye', 'İslahiye Çadırkent Konaklama Tesisleri', 'Vali Erdal Ata', 'Büyükşehir Belediye Başkanı Fatma Şahin']",07.10.2014,title,
video_4.mp4,https://www.youtube.com/watch?v=v1VjiT70GeI,"Cumhurbaşkanı Recep Tayyip Erdoğan, Türkiye Adalet Akademisi’ni ziyaret ederek bir konuşma yaptı",1721,2015-02-02,"Türkiye Adalet Akademisi’ni ziyaret ederek bir konuşma yapan Cumhurbaşkanı Erdoğan, adalet sisteminin asgari şartlarda işlemesi için öncelikle hâkim ve savcılarımızın hem zihnen hem de vicdanen bağımsız olmaları gerektiğini vurgulayarak, “Zihnini ve vicdanını birtakım güçlerin emrine vermiş kişiden hâkim de, savcı da olmaz, olamaz. Vicdanının kapıları hukuka ve adalete değil de başka yerlere açılanların yaptıkları zulümdür; çünkü onlar, Mevlana’nın deyimiyle, dikenlere su vermeye başlamışlardır” dedi.


http://www.tccb.gov.tr/haberler/170/92156/yeni-turkiye-icin-adalet-sistemimizden-baslayarak-tum-kurumlarimizi-kanser-hucrelerinden-temizlemeli.html","['Cumhurbaşkanı Recep Tayyip Erdoğan', 'Türkiye Adalet Akademisi', 'Recep Tayyip Erdoğan']",,,
video_5.mp4,https://www.youtube.com/watch?v=q21aki8TwvY,"Cumhurbaşkanı Recep Tayyip Erdoğan, Bursa’da toplu açılış törenine katılarak, bir konuşma yaptı",1769,2015-02-09,"Bursa’da toplu açılış törenine katılarak bir konuşma yapan Cumhurbaşkanı Erdoğan Bursa’nın tarihteki önemine vurgu yaparak, “Bursa, bu coğrafyanın gördüğü en büyük medeniyetin temellerinin atıldığı, ruhunun şekillendirildiği yerdir. Asya’dan, Ortadoğu’dan başlayıp Avrupa’nın derinliklerine kadar uzanan o muhteşem rüyanın gerçeğe dönüştüğü, kilidinin açıldığı yer Bursa’dır” dedi.


http://www.tccb.gov.tr/haberler/170/92222/bursa-topraklari-bir-cihan-devletinin-dogdugu-topraklardir.html",['Cumhurbaşkanı Erdoğan'],,,
video_6.mp4,https://www.youtube.com/watch?v=KGdpPXI-ICM,"Cumhurbaşkanı Erdoğan, Bursa Ticaret ve Sanayi Odası tarafından düzenlenen akşam yemeğine katıldı",928,2015-02-09,"Bursa Ticaret ve Sanayi Odası tarafından düzenlenen akşam yemeğinde, sivil toplum kuruluşlarının temsilcileri ile bir araya gelen Cumhurbaşkanı Erdoğan, paralel yapının karanlık emelleri uğruna en kutsal değerleri istismar ettiğini belirterek, “Tweet atıp, ‘bankamız için teheccüd namazı kılalım diyebilecek kadar alçaldılar. Yaptıkları hainliklerin hesabını verecekler demiştik, birer birer hepsi de oluyor. İçeride ve dışarıda mücadelemiz kararlıkla devam edecek. Yeni Türkiye diğer tüm vesayet odakları gibi bunlardan da temizlenmiş, demokrasinin, hukukun, insan haklarının tam anlamıyla ve herkes için işlediği bir Türkiye olacak” dedi.


http://www.tccb.gov.tr/haberler/170/92225/yillardir-iligini-emdiginiz-insanlarin-hic-degilse-bundan-sonra-geleceklerini-calmayin.html","['Cumhurbaşkanı Erdoğan', 'Bursa Ticaret ve Sanayi Odası']",,,
video_7.mp4,https://www.youtube.com/watch?v=CLkhfCRGxsE,"“Bizim Devletimiz, Sınırları Cetvelle Çizilmiş, Proje Olarak Kurulmuş Bir Devlet Değildir”",2824,2015-02-23,"Elazığ İzzet Paşa Meydanı’nda gerçekleştirilen toplu açılış töreninde konuşan Cumhurbaşkanı Erdoğan, Türk Milleti’nin yüzlerce yıllık bir tarihe sahip olduğunu belirterek, “Bizim milletimiz ağaç kovuğundan çıkmış değil. Bizim devletimiz de lütufla kurulmuş bir devlet değil. Bizim binlerce yıllık bir tarihimiz var. Cumhurbaşkanlığı forsundaki 16 yıldız, tarih boyunca kurduğumuz 16 büyük devleti temsil ediyor. Bugünkü kurumlarımızın pek çoğu, ilk defa Cumhuriyetle ortaya çıkmış değil” dedi.


http://www.tccb.gov.tr/haberler/170/92356/bizim-devletimiz-sinirlari-cetvelle-cizilmis-proje-olarak-kurulmus-bir-devlet-degildir.html","['Cumhurbaşkanı Erdoğan', 'Elazığ İzzet Paşa Meydanı']",,,
video_8.mp4,https://www.youtube.com/watch?v=8ajSyeBB-1s,"“Dik Durduğumuz Sürece, Bu Ülkede Her Daim Hak Hakim Olacaktır”",2925,2015-02-23,"Malatya’da düzenlenen toplu açılış törenine katılarak, vatandaşlara hitaben bir konuşma yapan Cumhurbaşkanı Erdoğan, milletin onuruna, itibarına halel gelmesine asla müsaade etmeyeceklerini belirterek, “Bizim yüreğimiz millet aşkı, millete hizmet aşkıyla dolu. Diğer her şey gelir geçer. Yeter ki bu aşk, bu sevda, bu umut bitmesin” dedi.


http://www.tccb.gov.tr/haberler/170/92368/dik-durdugumuz-surece-bu-ulkede-her-daim-hak-hakim-olacaktir.html","['Cumhurbaşkanı Erdoğan', 'Malatya toplu açılış töreni']",,,
video_9.mp4,https://www.youtube.com/watch?v=HItCEt-gyHE,"Cumhurbaşkanı Erdoğan, Tophane Tayfun Spor Kulübü'nü ziyaret etti",11,2015-03-04,"“Kelam'dan Kalem'e Büyük Buluşma” Klasik Sanatlar Sergisi’nin açılış törenine katılan Cumhurbaşkanı Erdoğan, konuşmasının ardından sergiyi gezdi ve eserlere ilişkin bilgi aldı. Cumhurbaşkanı Erdoğan, sergi çıkışında Tophane-i Amire'nin yanında bulunan Tophane Tayfun Spor Kulübü'nü ziyaret etti.


http://www.tccb.gov.tr/haberler/170/92455/islam-medeniyeti-bir-ilim-irfan-ve-kitap-medeniyetidir.html","['Cumhurbaşkanı Erdoğan', ""Kelam'dan Kalem'e Büyük Buluşma"", 'Tophane-i Amire']",,,
video_10.mp4,https://www.youtube.com/watch?v=u3-O1Ty15Qo,"Cumhurbaşkanı Erdoğan, Gaziantep Demokrasi Meydanı’nda toplu açılış ve temel atma törenine katıldı",3292,2015-03-10,"Gaziantep Demokrasi Meydanı’nda toplu açılış ve temel atma törenine katılan Cumhurbaşkanı Erdoğan; tarihi, kültürü, sanayisi, ticareti, sofrası ve insanıyla Gaziantep’in, Türkiye’nin ve bölgesinin “parlayan yıldızı” olduğunu kaydederek, “İnanın bugün kucak açtığınız misafirlerimiz, sizin bu alicenaplığınızı bir efsane gibi nesiller boyu anlatacaktır. Gaziantepliler bize sahip çıktı, Hataylılar bizi bağrına bastı, Şanlıurfalılar bize kucağını açtı diyecekler. Bu hissiyatı oluşturmak ancak gönül ile mümkündür” dedi.


http://www.tccb.gov.tr/haberler/170/92481/gazilik-unvanini-ziyadesiyle-hak-eden-antep-bugun-de-zor-durumdaki-kardeslerine-sahip-cikarak-ensar-.html","['Cumhurbaşkanı Erdoğan', 'Gaziantep Demokrasi Meydanı', 'toplu açılış ve temel atma töreni']",,,
